순번,회사명,공장대표주소,공장대표주소(지번),업종명,전화번호,생산품
154,(주)경해냉장지점,부산광역시 서구 충무대로 166-47 (남부민동),부산광역시 서구 남부민동 692-2번지,얼음 제조업,051-254-8693,
155,(주)고려금속,부산광역시 강서구 화전산단2로 114 (화전동),부산광역시 강서구 화전동 590-2번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-304-1781,
156,(주)고려금속,"부산광역시 사상구 사상로375번길 17 (덕포동, (주)고려금속)",부산광역시 사상구 덕포동 369-12번지,강주물 주조업 외 1 종,051-304-1781,
157,(주)고려마이카,부산광역시 기장군 정관읍 정관상곡1길 106 (고려마이카),부산광역시 기장군 정관읍 매학리 531-11번지,도장 및 기타 피막처리업 외 5 종,051-508-1369,
158,(주)고려식품,부산광역시 금정구 공단동로55번길 9 (금사동),부산광역시 금정구 금사동 37-1번지,가금류 가공 및 저장 처리업 외 2 종,051-521-3001,
159,(주)고려윈시스,부산광역시 기장군 정관면 정관상곡1길 27-80,부산광역시 기장군 정관면 매학리 475-5번지,일반철물 제조업,051-727-9305,
160,(주)고려티티알,부산광역시 강서구 낙동남로533번길 15 (녹산동),부산광역시 강서구 녹산동 1333-5번지,기타 신발 제조업 외 2 종,051-321-2012,
161,(주)고려티티알,부산광역시 사상구 학감대로177번길 27 (학장동),부산광역시 사상구 학장동 271-20번지,기타 신발 제조업 외 2 종,051-321-2012,
162,(주)고려펌프마린,부산광역시 사상구 사상로402번길 22 (덕포동),부산광역시 사상구 덕포동 255-3번지,"탭, 밸브 및 유사장치 제조업 외 1 종",051-293-6610,
163,(주)고려폴리머,부산광역시 연제구 거제대로 120 (거제동),부산광역시 연제구 거제동 739-11번지,간판 및 광고물 제조업 외 11 종,051-644-8877,
164,(주)고려폴리머   ,부산광역시 기장군 장안읍 반룡리 908번지,부산광역시 기장군 장안읍 반룡리 908번지,전시 및 광고용 조명장치 제조업,051-644-8877,
165,(주)고려화학,부산광역시 기장군 정관읍 용수공단2길 85 (고려화학),부산광역시 기장군 정관읍 용수리 1040-1번지,기타 기초 무기 화학물질 제조업 외 1 종,051-728-6237,
166,(주)고성,부산광역시 강서구 공항앞길13번길 54 (대저2동),부산광역시 강서구 대저2동 2048-2 번지,강관 제조업 외 1 종,051-332-4567,
167,(주)고성산업,부산광역시 강서구 대저중앙로233번길 46-15 (대저1동),부산광역시 강서구 대저1동 786-6번지,육류 기타 가공 및 저장처리업 (가금류 제외),051-832-8322,
168,(주)골드밀러,부산광역시 강서구 가락대로1397번길 337-9 (봉림동),부산광역시 강서구 봉림동 559-2번지,그 외 기타 플라스틱 제품 제조업 외 2 종,051-832-6786,
169,(주)골드펌프엔지니어링,"부산광역시 사상구 낙동대로970번길 7 (감전동, 수중모터펌프백화점)",부산광역시 사상구 감전동 171-26번지,액체 펌프 제조업,051-311-2166,
170,(주)골든기획,"부산광역시 사상구 낙동대로 857 (감전동, (주)원도)",부산광역시 사상구 감전동 511-3 번지,간판 및 광고물 제조업 외 3 종,051-322-0280,
171,(주)골든블루,부산광역시 기장군 정관읍 농공길 89-2 (총 2 필지) 외 1필지,부산광역시 기장군 정관읍 예림리 926번지 외 1필지,탁주 및 약주 제조업,051-727-2883,
172,(주)골든테크,부산광역시 강서구 미음산단2로24번길 47 (구랑동),부산광역시 강서구 구랑동 1204-2번지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",051-714-3037,
173,(주)관광,부산광역시 사상구 농산물시장로26번길 21 (엄궁동) 외 1필지,부산광역시 사상구 엄궁동 652-18번지 외 1필지,"탭, 밸브 및 유사장치 제조업",051-311-4124,
174,(주)관문산업,부산광역시 기장군 장안읍 장안산단2로 35,부산광역시 기장군 장안읍 반룡리 829-6번지,주형 및 금형 제조업 외 4 종,051-529-8052,
175,(주)관문산업 ,부산광역시 기장군 장안읍 장안산단2로 45,부산광역시 기장군 장안읍 반룡리 830-1,주형 및 금형 제조업 외 1 종,051-529-8052,
176,(주)광남정밀,부산광역시 기장군 정관면 정관로 819-15,부산광역시 기장군 정관면 예림리 836-13번지,그 외 기타 플라스틱 제품 제조업,,
177,(주)광덕창호산업,부산광역시 남구 수영로325번길 159-38 (대연동),부산광역시 남구 대연동 217-10번지,플라스틱 창호 제조업 외 1 종,051-628-0087,
178,(주)광동산업기계,부산광역시 강서구 녹산산단77로 20 (송정동),부산광역시 강서구 송정동 1495-1번지,"탭, 밸브 및 유사장치 제조업 외 1 종",051-831-1833,
179,(주)광동안전,부산광역시 사하구 다산로 34 (다대동),부산광역시 사하구 다대동 1522-1번지,금속 표시판 제조업,051-203-2666,
180,(주)광림마린테크,부산광역시 강서구 미음산단4로 58 (미음동),부산광역시 강서구 미음동 1210-2번지,선박 구성 부분품 제조업 외 2 종,,
181,(주)광명광고공사,부산광역시 사하구 낙동대로 246-1 (괴정동),부산광역시 사하구 괴정동 896-17번지,간판 및 광고물 제조업,051-202-8897,
182,(주)광명부직포,"부산광역시 사상구 가야대로176번길 39 (학장동, 광명부직포공업사)",부산광역시 사상구 학장동 281-8번지,부직포 및 펠트 제조업,051-312-3422,
183,(주)광명부직포,부산광역시 사상구 가야대로176번길 39(학장동),부산광역시 사상구 학장동 281-8,부직포 및 펠트 제조업,,
184,(주)광명생약,"부산광역시 남구 용호로159번길 94 (용호동, .)",부산광역시 남구 용호동 377-3번지,한의약품 제조업,051-611-2257,
185,(주)광무기전,부산광역시 강서구 대저중앙로 63 (대저1동) 외 2필지,부산광역시 강서구 대저1동 1158-4번지 외 2필지,배전반 및 전기 자동제어반 제조업 외 2 종,051-973-5506,
186,(주)광산,부산광역시 강서구 과학산단로 521 (지사동),부산광역시 강서구 지사동 1173-2번지,선박 구성 부분품 제조업,051-974-6301,
187,(주)광성계측기,"부산광역시 남구 용호로 159, 94 10층 1001호 (용호동)",부산광역시 남구 용호동 394-10번지 94 10층 1001호,배전반 및 전기 자동제어반 제조업 외 2 종,051-723-3000,
188,(주)광성계측기,부산광역시 기장군 장안읍 장안산단8로 126,부산광역시 기장군 장안읍 반룡리 838-4번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-723-3000,
189,(주)광시스템,부산광역시 수영구 광남로 50 (남천동),부산광역시 수영구 남천동 3-12번지,방송장비 제조업,051-627-9700,
190,(주)광신테크노,부산광역시 강서구 신호산단3로 99 (신호동),부산광역시 강서구 신호동 209-3번지,일반철물 제조업,051-971-9700,
191,(주)광오라이팅,"부산광역시 부산진구 동성로15번길 6, 1층(전포동)",부산광역시 부산진구 전포동 359-63 1층,일반용 전기 조명장치 제조업 외 1 종,051-818-1230,
192,(주)광원메디텍,부산광역시 사상구 학장로169번길 92 (학장동),부산광역시 사상구 학장동 271-2번지,그 외 기타 의료용 기기 제조업,051-304-1520,
193,(주)광일금속,부산광역시 강서구 녹산산단381로12번길 42 (송정동),부산광역시 강서구 송정동 1668-7번지,그 외 기타 1차 철강 제조업,051-831-8133,
194,(주)광일금속,부산광역시 사상구 가야대로 104 (학장동),부산광역시 사상구 학장동 225-8번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-324-0006,
195,(주)광일금속,부산광역시 사상구 가야대로104번길 3 (학장동),부산광역시 사상구 학장동 257-6번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-324-0006,
196,(주)광전애드후렘,부산광역시 금정구 범어천로 7-8 (남산동),부산광역시 금정구 남산동 103-9번지,간판 및 광고물 제조업,051-583-2335,
197,(주)광진석재,부산광역시 기장군 정관읍 양수길 32 외 5필지,부산광역시 기장군 정관읍 모전리 510-5번지 외 5필지,건설용 석제품 제조업,051-527-0171,
198,(주)구룡산업,부산광역시 사하구 다대로170번길 60 (신평동),부산광역시 사하구 신평동 507번지,액체 펌프 제조업 외 1 종,051-291-3774,
199,(주)구룡산전,"부산광역시 사상구 학감대로221번길 10 (감전동, (주)구룡산전)",부산광역시 사상구 감전동 156-6번지,승강기 제조업,051-328-1226,
200,(주)구마자원 생곡지점,부산광역시 강서구 생곡산단2로11번길 29 (생곡동),부산광역시 강서구 생곡동 1514-8번지,금속류 원료 재생업 외 1 종,051-941-3364,
201,(주)구일지엔티,부산광역시 강서구 가리새2로 10 (미음동),부산광역시 강서구 가리새2로 10 (미음동),주형 및 금형 제조업,051-303-0160,
202,(주)국도섬유,부산광역시 해운대구 선수촌로 137 (반여동),부산광역시 해운대구 반여동 1218-2번지,남자용 겉옷 제조업 외 27 종,051-524-6001,
203,(주)국일안전,"부산광역시 부산진구 당감로25번길 48 (당감동, 국일안전사)",부산광역시 부산진구 당감동 396-4번지,"천막, 텐트 및 유사 제품 제조업 외 2 종",051-896-6628,
204,(주)국제금속,부산광역시 강서구 녹산산단289로 16 (송정동),부산광역시 강서구 송정동 1610-8번지,선박 구성 부분품 제조업,051-831-1541,
205,(주)국제금속,부산광역시 강서구 미음산단3로 67 (미음동),부산광역시 강서구 미음동 636번지,육상 금속 골조 구조재 제조업 외 1 종,051-831-1541,
206,(주)국제기산,부산광역시 사하구 다산로176번길 58 (장림동),부산광역시 사하구 장림제1동 1091-1번지,그 외 자동차용 신품 부품 제조업 외 8 종,051-866-3700,
207,(주)국제기산 다대지점,부산광역시 사하구 다산로106번길 53 (다대동),부산광역시 사하구 다대동 1509-5번지,액체 여과기 제조업 외 8 종,051-266-3700,
208,(주)국제비엠에스,부산광역시 연제구 토곡남로 9 (연산동),부산광역시 연제구 연산동 57-51번지,배전반 및 전기 자동제어반 제조업,051-852-4517,
209,(주)국제산업전기,"부산광역시 사상구 광장로56번길 48-10 (괘법동, KN카블러)",부산광역시 사상구 괘법동 562-53번지 KN카블러,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-328-8155,
210,(주)국제산업전자,부산광역시 사상구 감전천로 240 (감전동),부산광역시 사상구 감전동 145-27번지,배전반 및 전기 자동제어반 제조업 외 1 종,051-327-8530,
211,(주)국제식품,"부산광역시 사상구 낙동대로 1498 (삼락동, 국제식품)",부산광역시 사상구 삼락동 73-3번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 2 종,051-304-4477,
212,(주)국제아이앤디,부산광역시 강서구 미음동 0-0번지 부산신항배후 국제산업물류도시 I14BL 13L,부산광역시 강서구 미음동 0-0번지 부산신항배후 국제산업물류도시 I14BL 13L,절삭가공 및 유사처리업,051-831-4540,
213,(주)국제에프씨,"부산광역시 사상구 학장로248번길 86, 1층 (학장동)",부산광역시 사상구 학장동 212-12번지 1층,천연 및 혼합조제 조미료 제조업,,
214,(주)국제종합특수강,"부산광역시 사상구 새벽로 87 (학장동, (주)국제종합특수강)",부산광역시 사상구 학장동 719-9번지,그 외 기타 1차 철강 제조업,051-325-7799,
215,(주)국제창호,부산광역시 사상구 대동로 36 (엄궁동),부산광역시 사상구 엄궁동 12-2번지,플라스틱 창호 제조업,051-312-2323,
216,(주)국제파이프,부산광역시 사상구 낙동대로 1038 (감전동),부산광역시 사상구 감전동 167-9번지,강관 제조업 외 1 종,051-311-8686,
217,(주)국제패킹,부산광역시 강서구 공항로743번길 48-39 (대저2동),부산광역시 강서구 대저2동 2478-2번지,고무패킹류 제조업 외 1 종,,
218,(주)국제호닝,부산광역시 사상구 대동로223번길 49 (학장동),부산광역시 사상구 학장동 227-25번지,그 외 기타 1차 철강 제조업,051-324-8473,
219,(주)국제화학,부산광역시 사하구 을숙도대로755번길 98 (구평동),부산광역시 사하구 구평동 12-5번지,그 외 기타 플라스틱 제품 제조업 외 1 종,051-264-1592,
220,(주)국제환경기술,"부산광역시 강서구 낙동남로622번길 78-2, (주)국제환경기술 (녹산동)",부산광역시 강서구 녹산동 172-26번지 (주)국제환경기술,그 외 기타 특수목적용 기계 제조업,051-305-8886,
221,(주)그래코퍼레이션 몬스터프로 지점 ,부산광역시 기장군 장안읍 반룡산단1로 15,부산광역시 기장군 장안읍 반룡리 902-3,그 외 자동차용 신품 부품 제조업,,
222,(주)그레이트컴퍼니,부산광역시 기장군 정관면 산단2로 16-25,부산광역시 기장군 정관면 달산리 1072-12번지,육상 금속 골조 구조재 제조업 외 1 종,051-728-8872,
223,(주)그린공간,부산광역시 사상구 대동로 303 (감전동) 부산디지털밸리아파트형공장 B208호,부산광역시 사상구 감전동 132-7 부산디지털밸리아파트형공장 B208호,그 외 기타 플라스틱 제품 제조업,,
224,(주)그린라이브,"부산광역시 금정구 공단동로41번길 10, B1층 103 (금사동)",부산광역시 금정구 금사동 37-10번지 B1층 103,비 및 솔 제조업,,
