구분,회사명,전화번호,공장대표주소,업종명,직원수,관리기관명,관리기관전화번호,생산품
개별입지,주공수지산업사,054-472-6145,경상북도 구미시 장천면 학신로 278-1,합성수지 및 기타 플라스틱 물질 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,주식회사 금오콘크리트,054-471-1222,경상북도 구미시 도개면 도안로 476 외 3필지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",8,경상북도 구미시청,054-480-5302,
개별입지,주식회사 네콘,054-465-9923,"경상북도 구미시 구미대로 350-27 (신평동) 3D프린팅제조혁신센터 302,310,311호",그 외 기타 전자부품 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,주식회사 다락방,054-604-5880,경상북도 구미시 4공단로14길 7 (금전동),디지털 적층 성형기계 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,주식회사 다원디스플레이,054-471-5325,경상북도 구미시 장천면 하장리 150번지,컴퓨터 모니터 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,주식회사 동은전지,054-475-5160,경상북도 구미시 장천면 강동로 493-1,기타 전기 변환장치 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,주식회사 동진,054-441-0129,경상북도 구미시 봉곡북로 48 (봉곡동),운송장비 조립용 플라스틱제품 제조업 외 1 종,12,경상북도 구미시청,054-480-5302,
개별입지,주식회사 디에스이노텍,054-461-0306,경상북도 구미시 신비로 153-25 (비산동),금속 가구 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,주식회사 루맷,054-473-3520,경상북도 구미시 해평면 도신로 162-40 외 1필지,포장용 플라스틱 성형용기 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,주식회사 삼정테크,054-474-4720,경상북도 구미시 장천면 묵어1길 73 외 1필지,주형 및 금형 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,주식회사 세동푸드,054-461-3484,경상북도 구미시 오태3길 21 (오태동),수산동물 냉동품 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,주식회사 수호테크,,경상북도 구미시 수출대로35길 8-14 (인의동) 나동,일반용 전기 조명장치 제조업 외 2 종,0,경상북도 구미시청,054-480-5302,
개별입지,주식회사 알엔씨,054-463-9923,"경상북도 구미시 구미대로 350-27, 303호(쓰리디프린텡제조혁신센터)(신평동)",그 외 기타 전자부품 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,주식회사 에스제이지알피,054-474-9307,경상북도 구미시 장천면 상장리 2번지,합성수지선 건조업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,주식회사 엔디디,054-465-8207,"경상북도 구미시 구미대로 350-27, IT의료융합기술센터 301호외 (신평동)",의료용품 및 기타 의약 관련제품 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,주식회사 엘텍,054-478-6751,경상북도 구미시 대학로 61 (양호동)  119호(거의동 벤처창업관),기타 직물제품 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,주식회사 영인,054-475-9839,경상북도 구미시 장천면 장군로 165,육상 금속 골조 구조재 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,주식회사 예스팩,054-475-8384,경상북도 구미시 장천면 신장2길 44,골판지 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,주식회사 와우쓰리디(WOW3D),054-464-3137,경상북도 구미시 구미대로 350-27 (신평동) 금오공과대학교 신평동캠퍼스 쓰리디프린팅제조혁신센터 304호,디지털 적층 성형기계 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,주식회사 제너그린,054-716-1472,경상북도 구미시 산동읍 강동로 677,의료용품 및 기타 의약 관련제품 제조업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,주식회사 제이디이엔지,054-462-8560,경상북도 구미시 비산로3길 42 (비산동),이동전화기 제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,주식회사 지아이텍,054-971-8263,경상북도 구미시 산호대로 1210 (금전동),공기 조화장치 제조업,20,경상북도 구미시청,054-480-5302,
개별입지,주식회사 카이디어,,"경상북도 구미시 구미대로 350-27, 3D프린팅제조혁신센터 305호 (신평동)",디지털 적층 성형기계 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,주식회사 켐토피아,02-826-9100,"경상북도 구미시 산동읍 인덕1길 131, 107호(경운대학교 창업보육센터)",무인 항공기 및 무인 비행장치 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,주식회사 티엘비즈,054-465-5571,"경상북도 구미시 구미대로 350-27, 308호 (신평동)",디지털 적층 성형기계 제조업,2,경상북도 구미시청,054-480-5302,
개별입지,주식회사 포시즌,,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터 104호",침구 및 관련제품 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,주식회사 한영엔지니어링,054-442-9886,경상북도 구미시 선산읍 봉곡리 240-1번지 외 1필지,기기용 자동측정 및 제어장치 제조업,7,경상북도 구미시청,054-480-5302,
개별입지,주식회사 현대그린엘이디,054-600-5909,경상북도 구미시 고아읍 원대로 405-4,일반용 전기 조명장치 제조업 외 2 종,6,경상북도 구미시청,054-480-5302,
개별입지,주식회사지그테크,054-461-6476,경상북도 구미시 왕산로5길 6 (임은동),기타 가공 공작기계 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,주식회사티앤피,054-714-3590,경상북도 구미시 금오대로24길 16 (오태동),무기 및 총포탄 제조업 외 22 종,39,경상북도 구미시청,054-480-5302,
개별입지,주은산업,054-472-6409,경상북도 구미시 장천면 장천상림3길 77-3,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,주일지함 공업사,054-453-6117,경상북도 구미시 고아읍 대평6길 85,골판지 제조업 외 1 종,9,경상북도 구미시청,054-480-5302,
개별입지,주형정공,054-461-9008,경상북도 구미시 비산로5안길 15-2 (비산동),"방송수신기및기타영상,음향기기제조업",12,경상북도 구미시청,054-480-5302,
개별입지,중앙플라스틱,,경상북도 구미시 고아읍 파산2길 52,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,지.텍(주),054-465-4211,경상북도 구미시 오태1길 18-17 (오태동),반도체제조용기계제조업,27,경상북도 구미시청,054-480-5302,
개별입지,지노피아,,경상북도 구미시 금오대로20길 48 (오태동),이동전화기 제조업,26,경상북도 구미시청,054-480-5302,
개별입지,지디이,070-7781-8274,경상북도 구미시 강동로 677 (산동읍) 1층,비디오 및 기타 영상기기 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,지산수지,,경상북도 구미시 고아읍 파산2길 57 (지산수지공장),비금속류 해체 및 선별업 외 1 종,3,경상북도 구미시청,054-480-5302,
개별입지,지성테크,054-473-5549,경상북도 구미시 여헌로6길 11-2 (인의동),그외기타분류안된특수목적용기계제조업,5,경상북도 구미시청,054-480-5302,
개별입지,지엠스틸주식회사,054-457-8444,경상북도 구미시 비산로5길 46 (비산동),그 외 기타 1차 철강 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,지유엠아이씨(주),054-475-3905,"경상북도 구미시 대학로 61, 금오공대 벤처창업관 408호 (양호동, 금오공과대학교)",그 외 자동차용 신품 부품 제조업 외 4 종,1,경상북도 구미시청,054-480-5302,
개별입지,진경전자,054-482-1654,경상북도 구미시 고아읍 대망리 822-59번지,금속 스프링 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,진미식품,054-482-3640,경상북도 구미시 선산읍 선상서로 198,기타육지동물고기가공및저장처리업,30,경상북도 구미시청,054-480-5302,
개별입지,진산산업,054-482-6388,경상북도 구미시 고아읍 포아로 980-13,광물처리 및 취급장비 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,진산크라텍,054-482-6388,경상북도 구미시 고아읍 파산리 164번지 외 3필지,광물처리 및 취급장비 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,진성시스템,054-473-0875,경상북도 구미시 산동읍 강동로 836-21 (진성시스템),"전자기 측정, 시험 및 분석기구 제조업",7,경상북도 구미시청,054-480-5302,
개별입지,진영ENG,054-462-9326,"경상북도 구미시 오태3길 48 (오태동, 새길산업공장)",구조용 금속 판제품 및 공작물 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,진우수산,054-461-3484,경상북도 구미시 오태3길 19 (오태동),기타 수산동물 가공 및 저장 처리업,40,경상북도 구미시청,054-480-5302,
개별입지,진혜수지,,경상북도 구미시 장천면 장군로 216-62,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,참숯마을,054-474-3639,경상북도 구미시 장천면 장군로 297,천연수지 및 나무 화학물질 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,창성정밀,054-472-0589,경상북도 구미시 산동읍 임천인덕로 252,주형 및 금형 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,창원산업(주),054-481-1085,경상북도 구미시 무을면 원리 산 54-2번지,기타자동차부품제조업,20,경상북도 구미시청,054-480-5302,
개별입지,청구기업,054-464-2429,경상북도 구미시 오태3길 86 (오태동) (총 2 필지) 외 1필지,구조용 금속 판제품 및 공작물 제조업,6,경상북도 구미시청,054-480-5302,
개별입지,청림숯굴,054-474-0804,경상북도 구미시 장천면 금산리 산 4-2번지,천연수지 및 나무 화학물질 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,청송섬유,054-482-3716,경상북도 구미시 선산읍 대조오목길 566-6,기타 방적업 외 1 종,10,경상북도 구미시청,054-480-5302,
개별입지,청우디지털정보통신,054-442-6634,경상북도 구미시 형곡동로 60-1 (형곡동),"방송수신기및기타영상,음향기기제조업 외 2 종",4,경상북도 구미시청,054-480-5302,
개별입지,케이디에스,054-476-1412,"경상북도 구미시 대학로 61, 금오공과대학교 이오스관119호 (양호동)",디스플레이 제조용 기계 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,케이에스정공,054-474-3901,경상북도 구미시 장천면 신장6길 53-26,그 외 기타 전자부품 제조업 외 1 종,7,경상북도 구미시청,054-480-5302,
개별입지,케이엠리싸이클링,,경상북도 구미시 장천면 장군로 216-62,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,케이폴리머(주),054-474-3445,경상북도 구미시 장천면 여남1길 179 (총 3 필지) 외 2필지,비금속류 해체 및 선별업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,코닉스,,경상북도 구미시 박정희로27길 28 (광평동),기타 전기 변환장치 제조업 외 2 종,2,경상북도 구미시청,054-480-5302,
개별입지,태광엔지니어링,054-476-6625,경상북도 구미시 장천면 장천상림3길 57-10,기타 무선 통신장비 제조업,35,경상북도 구미시청,054-480-5302,
개별입지,태광플라스틱,054-475-0147,경상북도 구미시 장천면 신장리 70-2번지,합성수지 및 기타 플라스틱 물질 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,태남기계,054-461-5051,경상북도 구미시 비산로7길 20-4 (비산동),산업처리공정 제어장비 제조업,18,경상북도 구미시청,054-480-5302,
개별입지,태동산업,054-471-3611,경상북도 구미시 산동읍 성림길 35-2,비금속류 해체 및 선별업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,태명테크,,경상북도 구미시 장천면 하장리 6-1번지,육상 금속 골조 구조재 제조업 외 3 종,5,경상북도 구미시청,054-480-5302,
개별입지,태성화학,054-482-4013,경상북도 구미시 고아읍 파산2길 45,운송장비 조립용 플라스틱제품 제조업 외 1 종,17,경상북도 구미시청,054-480-5302,
개별입지,태양사,054-462-6646,경상북도 구미시 임수로 83 (임수동),그외기타전자부품제조업,10,경상북도 구미시청,054-480-5302,
개별입지,태영정밀공업사,,경상북도 구미시 산동읍 봉산리 435-1번지,그외기타전자부품제조업,10,경상북도 구미시청,054-480-5302,
개별입지,태원정밀,054-461-3924,"경상북도 구미시 비산로 115-12 (비산동, 대한정밀)",정형외과용 및 신체보정용 기기 제조업 외 1 종,6,경상북도 구미시청,054-480-5302,
개별입지,테크밸리,,"경상북도 구미시 부곡1길 38-4, 구미1대학 창업보육센터 (부곡동)","물질 검사, 측정 및 분석기구 제조업",6,경상북도 구미시청,054-480-5302,
개별입지,토탈중장비,054-461-5966,경상북도 구미시 왕산로3길 8 (임은동) (총 2 필지) 외 1필지,건설 및 채광용 기계장비 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,트리오테크,054-481-0402,경상북도 구미시 고아읍 포아로 885,주형 및 금형 제조업,11,경상북도 구미시청,054-480-5302,
개별입지,파워테크,054-465-7834,경상북도 구미시 산동읍 강동로 816-32 ((주)엠엔티전자),주형 및 금형 제조업,15,경상북도 구미시청,054-480-5302,
개별입지,퍼트코리아,,경상북도 구미시 장천면 하장2길 96-15,복합비료 및 기타 화학비료 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,평화정밀,054-461-0432,경상북도 구미시 비산로5길 44 (비산동),반도체제조용기계제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,평화케미칼,054-473-9490,경상북도 구미시 장천면 장천상림3길 59 (덕성산업),비금속류 해체 및 선별업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,포성정밀,054-462-8478,경상북도 구미시 비산로7길 7 (비산동),주형 및 금형 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,포유테크,054-463-5537,경상북도 구미시 비산로 115-6 (비산동),절삭가공 및 유사처리업,3,경상북도 구미시청,054-480-5302,
개별입지,푸리선식,,경상북도 구미시 봉곡서로11안길 5-12(봉곡동),곡물 제분업,2,경상북도 구미시청,054-480-5302,
개별입지,풍천산업,054-472-8942,경상북도 구미시 산동읍 성수4길 54,,11,경상북도 구미시청,054-480-5302,
개별입지,플러스테크,054-474-9377,경상북도 구미시 산동읍 성수리 156-3번지 외 3필지,액체 여과기 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,하나산업,,경상북도 구미시 산동읍 적림3길 116,비금속류 해체 및 선별업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,하나테크,,경상북도 구미시 비산로7길 26-8 (비산동),절삭가공 및 유사처리업,5,경상북도 구미시청,054-480-5302,
개별입지,하나테크(주),054-454-9009,경상북도 구미시 송정대로 121-5 (송정동),"전자기 측정, 시험 및 분석기구 제조업",14,경상북도 구미시청,054-480-5302,
개별입지,하나텍,054-472-0322,경상북도 구미시 인동가산로 442-10 (구평동),방송및무선통신기기제조업,4,경상북도 구미시청,054-480-5302,
개별입지,하나텔,054-457-1022,경상북도 구미시 형곡로 32-5 (형곡동),이동전화기 제조업,14,경상북도 구미시청,054-480-5302,
개별입지,하나파워,054-442-0912,"경상북도 구미시 봉곡북로 37, 2층 (봉곡동)",전동기 및 발전기 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,하나플랜트,,경상북도 구미시 장천면 학신로 243,기체 여과기 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,하늘,054-482-7764,경상북도 구미시 선산읍 유학15길 30,기타 건축용 나무제품 제조업 외 2 종,4,경상북도 구미시청,054-480-5302,
개별입지,하송공조DUCT,054-461-5803,경상북도 구미시 산동읍 성수4길 11,구조용 금속 판제품 및 공작물 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,하은에너지기술,054-476-2391,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터 309",그 외 기타 전자부품 제조업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,한국기전,054-463-1313,경상북도 구미시 비산로3길 11 (비산동),그외기타전자부품제조업,17,경상북도 구미시청,054-480-5302,
개별입지,한국디젤,054-451-3464,"경상북도 구미시 야은로 37, 구미1대학창업보육센타 201호 (부곡동)","물질 검사, 측정 및 분석기구 제조업",3,경상북도 구미시청,054-480-5302,
개별입지,한라레이져,054-461-0501,경상북도 구미시 비산로1안길 14 (비산동),구조용 금속 판제품 및 공작물 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,한빛엔지니어링,054-461-9681,경상북도 구미시 비산로5길 28-21 (비산동),그 외 기타 일반목적용 기계 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,한성시스템창호,054-455-0073,경상북도 구미시 장천면 하장3길 109-14,플라스틱 창호 제조업 외 1 종,5,경상북도 구미시청,054-480-5302,
개별입지,한성정밀,054-474-7400,경상북도 구미시 인동가산로 442-6 (구평동),주형 및 금형 제조업,9,경상북도 구미시청,054-480-5302,
개별입지,한세약품,054-482-3434,경상북도 구미시 고아읍 포아로 636-12 (한세약품),화학 살균.살충제 및 농업용 약제 제조업 외 1 종,8,경상북도 구미시청,054-480-5302,
개별입지,한솔나노,,경상북도 구미시 오태길 142-2 (오태동),그 외 기타 분류 안된 화학제품 제조업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,한솔재생산업(주),054-474-5300,경상북도 구미시 산동읍 성림길 35-11 (총 4 필지) 외 3필지,비금속류 해체 및 선별업 외 1 종,6,경상북도 구미시청,054-480-5302,
개별입지,한양금속,054-482-3944,경상북도 구미시 선산읍 습례리 317번지,그외기타전자부품제조업,19,경상북도 구미시청,054-480-5302,
개별입지,한양식품,054-444-2225,경상북도 구미시 봉곡남로9길 4 (봉곡동),떡류 제조업,12,경상북도 구미시청,054-480-5302,
개별입지,한양정밀,054-481-9666,경상북도 구미시 선산읍 선상서로 198,,12,경상북도 구미시청,054-480-5302,
개별입지,한영정보통신,054-472-1570,경상북도 구미시 여헌로 94 (인의동),방송및무선통신기기제조업,6,경상북도 구미시청,054-480-5302,
개별입지,한진상사,054-452-6767,경상북도 구미시 송원서로6길 42-7 (원평동),"근무복, 작업복 및 유사의복 제조업 외 2 종",8,경상북도 구미시청,054-480-5302,
개별입지,한창기계산업,,경상북도 구미시 장천면 하장2길 172-4,기타 물품 취급장비 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,합동농산,054-473-6832,경상북도 구미시 장천면 하장3길 117,기타채소가공및저장처리업,3,경상북도 구미시청,054-480-5302,
개별입지,해동레미콘(주),054-474-2371,경상북도 구미시 해평면 괴곡4길 17-12 외 3필지,레미콘 제조업,13,경상북도 구미시청,054-480-5302,
개별입지,해동전자,054-481-1839,경상북도 구미시 선산읍 선산중앙로9길 3,"방송수신기및기타영상,음향기기제조업",43,경상북도 구미시청,054-480-5302,
개별입지,해선식품특산단지,054-481-3117,경상북도 구미시 옥성면 상무로 1520 (총 3 필지) 외 2필지,김치류 제조업 외 1 종,36,경상북도 구미시청,054-480-5302,
개별입지,해평농협미곡처리장,054-474-4232,경상북도 구미시 해평면 강동로 1594-44 (해평농협미곡처리장) 외 2필지,곡물 도정업,8,경상북도 구미시청,054-480-5302,
개별입지,혁일기전,054-482-0057,경상북도 구미시 옥성면 선상서로 514,배전반 및 전기 자동제어반 제조업,3,경상북도 구미시청,054-480-5302,
개별입지,현대정밀인쇄소,054-463-8200,경상북도 구미시 1공단로3길 63-3 (광평동),운송장비 조립용 플라스틱제품 제조업 외 1 종,45,경상북도 구미시청,054-480-5302,
개별입지,현대지게차구미판매,054-462-7778,경상북도 구미시 비산로5길 45 (비산동),건설 및 채광용 기계장비 제조업,8,경상북도 구미시청,054-480-5302,
개별입지,현덕전자,054-464-0952,경상북도 구미시 비산로3길 14-12 (비산동),그외기타전자부품제조업,12,경상북도 구미시청,054-480-5302,
개별입지,협성콘크리트,054-454-7713,경상북도 구미시 도개면 신림리 649-1번지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",11,경상북도 구미시청,054-480-5302,
개별입지,협신정밀,054-461-3510,경상북도 구미시 비산로7길 14-20 (비산동),주형 및 금형 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,혜정산업,,경상북도 구미시 선산읍 동교3길 6-20,"근무복, 작업복 및 유사의복 제조업",15,경상북도 구미시청,054-480-5302,
개별입지,호창산업,053-552-0125,경상북도 구미시 장천면 하장2길 274-26 (경성테크),절단가공및표면처리강재생산업,10,경상북도 구미시청,054-480-5302,
개별입지,홈스마트코리아,054-441-2147,"경상북도 구미시 산동읍 인덕1길 131, 경운대학교 창업보육센터206호",그 외 기타 전자부품 제조업 외 1 종,2,경상북도 구미시청,054-480-5302,
개별입지,홍성전자,054-456-2543,경상북도 구미시 고아읍 문성리 146-7번지,그외기타전자부품제조업,16,경상북도 구미시청,054-480-5302,
개별입지,홍일전자,054-471-3533,경상북도 구미시 산동읍 성수2길 43-3,"방송수신기및기타영상,음향기기제조업",7,경상북도 구미시청,054-480-5302,
개별입지,화성씨링,054-452-0335,경상북도 구미시 구미중앙로35길 13 (원평동),그 외 기타 종이 및 판지 제품 제조업,10,경상북도 구미시청,054-480-5302,
개별입지,화성텔레콤,054-442-7052,경상북도 구미시 봉곡서로11길 23 (봉곡동),이동전화기 제조업 외 1 종,35,경상북도 구미시청,054-480-5302,
개별입지,효동산업,054-455-4601,경상북도 구미시 해평면 월호3길 57,기타 구조용 금속제품 제조업,16,경상북도 구미시청,054-480-5302,
개별입지,효성수지,054-471-9118,경상북도 구미시 장천면 학신로 278-8,합성수지 및 기타 플라스틱 물질 제조업,5,경상북도 구미시청,054-480-5302,
개별입지,효자산업,054-471-7693,경상북도 구미시 산동읍 성수3길 32,골판지 제조업 외 1 종,4,경상북도 구미시청,054-480-5302,
개별입지,흙빛도방,054-458-6255,경상북도 구미시 옥성면 선상동로 469-9,가정용 및 장식용 도자기 제조업,4,경상북도 구미시청,054-480-5302,
개별입지,희문사,054-463-4743,경상북도 구미시 비산로7길 14 (비산동),경 인쇄업 외 1 종,5,경상북도 구미시청,054-480-5302,
